id,x_pos,y_pos,x_yaw,y_yaw
2,-10.846387,28.347816,1.0,0.0
1,25.130339,14.214899,1.0,0.0
21,17.676876140773732,-5.512847654468338,1.0,1.7763568393828517e-15
20,17.256784603630795,-4.84210330252215,1.0,1.7763568394299704e-15
9,35.5389024951688,-1.1502533719011958,1.0,1.776356839410955e-15
17,2.7237321688668352,-12.79458361318132,1.0,1.776356839369754e-15
14,2.8307633707347066,-11.563682345596828,1.0,1.7763568393657372e-15
19,-24.504028895555013,1.439727073964933,1.0,1.7763568392273308e-15
13,-7.512065174395042,43.950712010890456,1.0,1.7763568395013158e-15
11,1.5848012108893894,-11.22635690378123,1.0,1.7763568393833426e-15
15,36.55795888805409,11.487078186566873,1.0,1.7763568393474932e-15
12,-0.45055626381831204,-23.286711704628736,1.0,1.7763568394000296e-15
6,23.67517582231995,3.8173416398434528,1.0,1.7763568393823027e-15
5,33.53176148247488,8.584125152293296,1.0,1.7763568394096075e-15
4,-6.43305936447817,22.933211627103393,1.0,1.776356839490465e-15
2,-10.894411192658279,28.385222548489125,1.0,1.776356839395368e-15
3,32.866158225025586,2.758256703068314,1.0,1.776356839420583e-15
7,-4.650303038603834,18.65246479170476,1.0,1.7763568394455642e-15
10,2.4814100290060965,17.89529665709305,1.0,1.7763568393658329e-15
16,39.92357388323985,-1.6828079760116024,1.0,1.776356839406484e-15
31,23.830862766272443,-2.305368971093919,1.0,1.7763568394358265e-15
1,25.0055897486454,14.035662248155605,1.0,1.7763568393911742e-15
27,2.2123370035626424,-12.01825287903462,0.9999999895673108,-0.0001444485314892934
18,-2.4379104941095915,16.25613015529785,0.9999999949601149,-0.00010039805875255898
20,17.328086718369264,-4.849056981565578,0.9999999999025596,-1.3959973677170044e-05
19,-24.488242738694854,1.4814964997358844,0.9999999626237922,0.0002734088772296613
11,1.664795486394074,-11.27857478242688,0.9999999098302166,-0.00042466405394922014
13,-7.528843232777338,44.03395818423313,0.9999999924800228,-0.0001226374912777133
9,35.59078117481693,-1.1549404161530756,0.9999999999444638,-1.0539097884694836e-05
14,2.7211246136912517,-11.638445472237823,0.9999996552095414,0.0008304100182650232
15,36.512847154208956,11.4961949604253,0.9999999997676176,-2.1558406705929445e-05
